Report Number,Date,Time,Collision Day of Week,Primary Road,Secondary Road,X,Y,Latitude,Longitude,Highest Degree of Injury,Number Injured,Number Killed,Party at Fault,Primary Collision Factor,Hit and Run,Collision Type,Involved With,Pedestrian Action,Violation,Violation Subsection,Weather,Road Condition1,Lighting,Right of Way Controls,Party Type 1,Party Age 1,Party Sex 1,Movement Preceding Collision 1,special information 1,Associated Cause - Factor 1 1,Party Sobriety 1 1,Party Type 2,Party Age 2,Party Sex 2,Movement Preceding Collision 2,special information 2,Associated Cause - Factor 1 2,Party Sobriety 1 2,Safety Equipment 2
201400002005,1/14/2014,14:06,Tuesday,SUNOL BL,SONOMA DR,6161920.292,2061722.243,37.64901393,-121.8808713,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,49,Male,Making U Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201600001605,1/14/2016,23:12,Thursday,FIRST ST,NEAL ST,6164097.254,2065653.979,37.65983486,-121.8735287,Other Visible Injury,1,0,1,Driving Under Influence,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,23152,A,Raining,No Unusual Condition,Dark - Street Lights,Functioning,Driver,21,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,Under Drug Influence,Parked Vehicle,,,Parked,Cell Phone Not In Use,Other,Not Applicable,
201800001778,1/14/2018,10:11,Sunday,LAS POSITAS BL,DORMAN RD,6154771.046,2073307.154,37.68050073,-121.9061881,Property Damage Only,0,0,1,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,62,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201100002477,1/15/2011,19:25,Saturday,BLACK AV,CRESTLINE RD,6159630.027,2070215.445,37.6722465,-121.8890148,Property Damage Only,0,0,1,Driving Under Influence,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,23152,,Clear,No Unusual Condition,Dark - Street Lights,None,Driver,55,Not Stated,Proceeding Straight,Not Stated,Not Stated,HBD Under Influence,Parked Vehicle,,Not Stated,Stopped in Road,Not Stated,Not Stated,Not Applicable,Not Stated
2013-00001844,1/15/2013,07:18,Tuesday,SUNOL BL,ON RAMP SB I680 FROM EB SUNOL BL,6160498,2058231,37.63929314,-121.8854982,Complaint of Pain,1,0,2,Auto R/W Violation,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21801,A,Clear,No Unusual Condition,Dusk - Dawn,None,Driver,49,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,20,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
2013-00001923,1/15/2013,14:44,Tuesday,RUBY HILL BL,VINEYARD AV,6181827.811,2063162.102,37.65373576,-121.8121518,Property Damage Only,0,0,1,Unsafe Starting or Backing,No,Hit Object,Fixed Object,No Pedestrian Involved,22106,,Clear,No Unusual Condition,Daylight,None,Driver,49,Male,Backing,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201400002125,1/15/2014,10:05,Wednesday,HOPYARD RD,VALLEY TRAILS DR (W),6155871,2072817,37.67923601,-121.9021831,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,19,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,67,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400002173,1/15/2014,17:17,Wednesday,VALLEY AV,PASEO SANTA CRUZ (S),6157139.897,2068381.548,37.6669622,-121.8976659,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dusk - Dawn,No Controls Present / Factor,Driver,52,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,54,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,,Lap/Shoulder Harness Used
201500001926,1/15/2015,08:40,Thursday,SUNOL BL,ON RAMP SB I680 FROM EB SUNOL BL,6160498,2058231,37.63929314,-121.8854982,Other Visible Injury,1,0,1,Auto R/W Violation,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21801,A,Fog,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,41,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,38,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500002021,1/15/2015,18:27,Thursday,HOPYARD RD,GOLDEN RD,6160770.077,2068862.259,37.66853038,-121.8850761,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,23,Female,Proceeding Straight,Cell Phone Not In Use,,HNBD,Driver,17,Male,Stopped In Road,Cell Phone Not In Use,,HNBD,Lap/Shoulder Harness Used
201600001633,1/15/2016,08:23,Friday,DUBLIN CANYON RD,FOOTHILL RD,6146019.126,2079170.055,37.69632059,-121.936587,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,37,Male,Entering Traffic,Cell Phone Not In Use,Vision Obscurements,HNBD,Driver,24,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600001644,1/15/2016,10:02,Friday,VALLEY AV,BOULDER ST,6168068,2070521,37.673381,-121.859995,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,76,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,58,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
2013-00002013,1/16/2013,02:08,Wednesday,STANLEY BL,REFLECTIONS DR (W),6166676.948,2068517.585,37.66787924,-121.8648007,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,None,Driver,,Not Stated,Other Unsafe Turning,Not Stated,None Apparent,Impairment Not Known,,,,,,,,
2013-00002036,1/16/2013,09:00,Wednesday,PASEO SANTA CRUZ,VALLEY AV (N),6156897,2070981,37.674194,-121.898638,Complaint of Pain,1,0,2,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,21802,A,Clear,No Unusual Condition,Daylight,Functioning,Bicyclist,14,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,37,Female,Making Left Turn,Cell Phone Not In Use,Violation,HNBD,Lap/Shoulder Harness Used
201400002379,1/16/2014,18:30,Thursday,FOOTHILL RD,OFF RAMP WB I580 TO FOOTHILL RD,6146492.691,2079953.885,37.69847313,-121.9349504,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,48,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,58,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,,Lap/Shoulder Harness Used
201600001757,1/16/2016,03:24,Saturday,JOHNSON DR,COMMERCE DR,6151396.14,2077616.815,37.69220154,-121.9179493,Complaint of Pain,1,0,1,Driving Under Influence,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,23152,A,Raining,No Unusual Condition,Dark - No Street Lights,No Controls Present / Factor,Driver,33,Female,Ran Off Road,Cell Phone Not In Use,Violation,HBD Under Influence,,,,,,,,
201800002085,1/16/2018,10:12,Tuesday,WILLOW RD,OWENS DR,6157168.573,2080291.02,37.69971629,-121.898141,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,53,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,50,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201200002264,1/17/2012,15:55,Tuesday,ROSEWOOD DR,OLD SANTA RITA RD,6161241.524,2080445.185,37.70042799,-121.8840841,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,None,Driver,40,Male,Entering Traffic,Cell Phone Not In Use,None Apparent,HNBD,Driver,38,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
2013-00002181,1/17/2013,08:33,Thursday,WILLOW RD,GIBRALTAR DR (N),6157128,2078870,37.69581391,-121.8982815,Complaint of Pain,1,0,1,Auto R/W Violation,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,21801,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,35,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,41,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
2013-00002304,1/17/2013,22:22,Thursday,SANTA RITA RD,PIMLICO DR,6164710,2080338,37.70029885,-121.8721111,Property Damage Only,0,0,1,Driving Under Influence,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,47,Female,Proceeding Straight,Cell Phone Not In Use,Violation,HBD Under Influence,Driver,25,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400002578,1/17/2014,17:10,Friday,YORKSHIRE CT,LAS POSITAS BL,6167364.558,2078471.026,37.6951718,-121.8629365,Complaint of Pain,1,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dusk - Dawn,No Controls Present / Factor,Driver,41,Male,Making Right Turn,Cell Phone Not In Use,Violation,HNBD,Driver,16,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400002635,1/17/2014,21:26,Friday,STONERIDGE MALL RD,CANYON WY,6147571.427,2079507.508,37.69724729,-121.9312221,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,20,Male,Entering Traffic,Cell Phone Not In Use,Unfamiliar With Road,HNBD,Driver,22,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600001895,1/17/2016,11:45,Sunday,BERNAL AV,TAWNY DR,6168961,2066658,37.66288479,-121.8566645,Other Visible Injury,2,0,1,Improper Turning,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,16,Male,Other Unsafe Turning,Cell Phone Not In Use,None Apparent,HNBD,Driver,53,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800002198,1/17/2018,09:24,Wednesday,BLACK AV,GREENWOOD RD,6162148,2070175,37.67223,-121.880466,Property Damage Only,0,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22450,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,36,Female,Proceeding Straight,Cell Phone Not In Use,Violation,HNBD,Driver,36,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
20180000246,1/17/2018,15:19,Wednesday,VALLEY AV,QUARRY LN,6166485.915,2071540.939,37.67618195,-121.8654613,Other Visible Injury,2,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Not Stated,Functioning,Driver,36,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,47,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201100002897,1/18/2011,10:19,Tuesday,LAGOON RD,LAGUNA CREEK LN (N),6156046.298,2063778.72,37.65447038,-121.9012586,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Not Stated,None,Driver,20,Male,Ran Off Road,Cell Phone Not In Use,None Apparent,Impairment Not Known,,,,,,,,
201200002346,1/18/2012,07:38,Wednesday,SUNOL BL,ON RAMP SB I680 FROM EB SUNOL BL,6160498,2058231,37.63929314,-121.8854982,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,,Clear,No Unusual Condition,Daylight,None,Driver,21,Male,Making Left Turn,Cell Phone Not In Use,Violation,HNBD,Driver,17,Male,Proceeding Straight,Cell Phone Not In Use,,HNBD,Lap/Shoulder Harness Used
201400002693,1/18/2014,07:41,Saturday,BERNAL AV,FIRST ST,6162897,2064343,37.65623465,-121.8776746,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,40,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,39,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700002035,1/18/2017,13:01,Wednesday,STANLEY BL,BERNAL AV,6169688.607,2069540.194,37.67068752,-121.854396,Property Damage Only,0,0,1,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Raining,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,17,Male,Changing Lanes,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201700002067,1/18/2017,15:37,Wednesday,PLEASANTON SUNOL RD,CASTLEWOOD DR,6160235,2058061,37.63882628,-121.8864064,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,A,Raining,No Unusual Condition,Daylight,Functioning,Driver,23,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,47,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800002339,1/18/2018,08:17,Thursday,FIRST ST,STANLEY BL,6165839.343,2067630.336,37.66526233,-121.8675104,Other Visible Injury,5,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Cloudy,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,45,Male,Proceeding Straight,Cell Phone Handsfree In Use,Inattention,HNBD,Driver,23,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800002353,1/18/2018,10:02,Thursday,COMMERCE CI,COMMERCE DR,6151166.71,2079700.746,37.6979244,-121.9187422,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,54,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201100003104,1/19/2011,10:56,Wednesday,MOLLER RANCH DR,HIGHCREST CT,6146563.572,2074971.85,37.68483145,-121.934585,Complaint of Pain,1,0,,Other Than Driver,No,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,,,Clear,No Unusual Condition,Daylight,None,Driver,28,Female,Other Unsafe Turning,Not Stated,Not Stated,HNBD,Parked Vehicle,,Not Stated,Parked,Not Stated,Not Stated,Not Applicable,Not Stated
201100003303,1/19/2011,12:30,Wednesday,SANTA RITA RD,SCHOOL ST,6164272.964,2068688.285,37.6681472,-121.8731248,Property Damage Only,0,0,,Other Than Driver,No,Hit Object,Fixed Object,No Pedestrian Involved,,,Clear,No Unusual Condition,Daylight,None,Driver,19,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,Impairment Not Known,,,,,,,,
201200002545,1/19/2012,12:53,Thursday,SANTA RITA RD,LAS POSITAS BL,6162819.37,2077348.002,37.69200434,-121.8783696,Complaint of Pain,1,0,,Unknown,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,,Not Stated,Proceeding Straight,Cell Phone Not In Use,None Apparent,Impairment Not Known,Driver,47,Female,Stopped in Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201200002585,1/19/2012,18:13,Thursday,OWENS DR,HOPYARD RD,6155190.604,2079845.46,37.6984927,-121.9049773,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Raining,No Unusual Condition,Dark - Street Lights,Functioning,Driver,55,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,55,Female,Stopped in Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
2012002589,1/19/2012,18:49,Thursday,OWENS DR,ACCESS ROAD,6158564.053,2080300.794,37.6998912,-121.8932269,Property Damage Only,0,0,2,Other Hazardous Movement,No,Broadside,Bicycle,No Pedestrian Involved,21451,A,Cloudy,No Unusual Condition,Dark - Street Lights,Functioning,Bicyclist,25,Male,Proceeding Straight,Cell Phone Not In Use,Violation,HNBD,Driver,41,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400002938,1/19/2014,16:10,Sunday,STONERIDGE DR,LAS POSITAS BL,6160907,2076197,37.68884348,-121.8849782,Other Visible Injury,2,0,2,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,44,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,61,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,Impairment Not Known,Lap/Shoulder Harness Used
201700002210,1/19/2017,17:42,Thursday,SANTA RITA RD,VALLEY AV,6164066,2071769,37.67666,-121.873867,Complaint of Pain,0,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Dark - Street Lights,Functioning,Driver,67,Male,Proceeding Straight,Cell Phone Not In Use,Other,Other Physical Impairment,Driver,36,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201900002171,1/19/2019,22:03,Saturday,VINEYARD AV,VINEYARD TE,6174755.648,2067374.114,37.66512964,-121.8366695,Property Damage Only,0,0,1,Unsafe Speed,No,Overturned,Fixed Object,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,16,Male,Proceeding Straight,Cell Phone Not In Use,Other,HNBD,,,,,,,,
201100000215,1/2/2011,17:44,Sunday,OWENS DR,HACIENDA DR,6159771,2079503,37.69770032,-121.8890555,Property Damage Only,0,0,,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Cloudy,No Unusual Condition,Dark - Street Lights,Functioning,Driver,17,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
2013-00000101,1/2/2013,02:57,Wednesday,SUNOL BL,MISSION DR,6162178.303,2063072.977,37.65272332,-121.8799801,Other Visible Injury,1,0,1,Unsafe Speed,No,Other,Non-Collision,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,27,Male,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201600000143,1/2/2016,15:30,Saturday,FOOTHILL RD,JERLIN PL,6152195.498,2067086.836,37.66329427,-121.9147905,Property Damage Only,0,0,1,Other Hazardous Movement,No,Hit Object,Fixed Object,No Pedestrian Involved,23103,A,Cloudy,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,20,Male,Other Unsafe Turning,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201800000164,1/2/2018,10:00,Tuesday,SANTA RITA RD,OLD SANTA RITA RD,6162934.943,2078307.234,37.69455679,-121.8782313,Complaint of Pain,1,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Daylight,Functioning,Driver,,,Passing Other Vehicle,Cell Phone Not In Use,None Apparent,Impairment Not Known,Driver,22,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201900000107,1/2/2019,01:21,Wednesday,LAS POSITAS BL,FAIRLANDS DR,6163265.717,2077375.337,37.69207941,-121.8768271,Complaint of Pain,1,0,1,Driving Under Influence,No,Hit Object,Fixed Object,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,23,Male,Making Right Turn,Cell Phone Handheld In Use,Violation,HBD Under Influence,,,,,,,,
201900000133,1/2/2019,08:44,Wednesday,LAS POSITAS BL,SUFFOLK WY (W),6164120.165,2077258.02,37.69175724,-121.8738743,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,50,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,56,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201100003306,1/20/2011,10:17,Thursday,SANTA RITA RD,VALLEY AV,6164066,2071769,37.67666,-121.873867,Complaint of Pain,2,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,C,Clear,No Unusual Condition,Daylight,Functioning,Driver,67,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,44,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201200002690,1/20/2012,12:39,Friday,DOUGHERTY RD,OFF RAMP WB I580 TO DOUGHERTY RD,6154603.986,2081092.798,37.70191812,-121.9070049,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Raining,No Unusual Condition,Daylight,Functioning,Driver,17,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,25,Male,Slowing/Stopping,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
